code,name,postalCode,address,tel,fax,email,contactPerson,industry,notes
ﾐ107,三菱電機株式会社,508-8666,岐阜県中津川市駒場町1-3,0573-66-2153,0573-65-8848,,,,
ﾐ108,株式会社,650-0046,神戸市中央区港島中町2丁目2-1,078-302-2560,078-302-6883,,,,
ﾐ109,三井E&Sｼｽﾃﾑ技研株式会社,706-0014,玉野市玉原3-16-1,0863-23-3410,0863-23-3404,,,,インボイス番号: T6040001007266
ﾐ110,みしお機工株式会社,739-0444,広島県廿日市市林が原1丁目12-5,0829-55-3311,0829-54-1229,,,,
ﾐ111,三鈴ﾏｼﾅﾘｰ株式会社,108-0022,東京都港区海岸3丁目18-1,03-5232-3776,03-5232-2822,,,,
ﾐ112,三菱重工業株式会社,733-8553,広島市西区観音新町4-6-22,082-291-2123,082-294-2648,,,,
ﾐ113,MYKONOS SHIPPING CO.LTD.,,,,,,,,
ﾐ114,三菱重工業株式会社,231-8715,神奈川県横浜市中区錦町12番地,045-629-1313,045-629-1308,,,,
ﾐ115,三井E&S造船株式会社,104-0045,東京都中央区築地5丁目6番4号,03-3544-3201,03-3544-3020,,,,
ﾐ116,三菱重工ﾏｼﾅﾘｰﾃｸﾉﾛｼﾞｰ株式会社,733-8553,広島市西区観音新町4-6-22,082-291-2337,082-294-0377,,,,
ﾐ117,株式会社 三井E&Sﾏｼﾅﾘｰ,706-8651,岡山県玉野市玉3丁目1-1,0863-23-2376,0823-23-2378,,,,
ﾐ118,三鈴ﾏｼﾅﾘｰ株式会社,651-0082,兵庫県神戸市中央区小野浜町15-3,078-333-5031,,,,,
ﾐ119,三菱電機エンジニアリング株式会社,851-2102,長崎県西彼杵郡時津町浜田郷536-10,095-881-0055,095-840-2033,,,,
ﾑ101,向井工業所,737-0134,呉市広多賀谷1丁目4-15,0823-72-8536,,,,,
ﾑ102,株式会社ムラカワ,731-3362,広島県広島市安佐北区安佐町大字久地,082-837-2311,082-837-2622,,,,インボイス番号: T1240001011657
ﾒ101,ﾒｲﾝﾏﾘｰﾝ株式会社,799-0421,愛媛県伊予三島市金子1-5-10,0896-23-9475,0896-23-9476,,,,
ﾒ102,ﾒｲﾝﾏﾘ-ﾝ株式会社,799-0422,愛媛県伊予三島市中之庄町1700,0896-28-1330,0896-28-1325,,,,
ﾒ103,株式会社 明興ﾃｸﾉｽ  明興ﾃｸﾉﾌﾛﾝﾄ,891-0132,鹿児島市七ツ島1丁目5-3,099-261-1300,099-262-2706,,,,
ﾒ104,明電商事株式会社,410-0007,静岡県沼津市西沢田字八半田52,055-923-7380,055-923-7560,,,,
ﾒ105,名和産業株式会社,848-0121,佐賀県伊万里市黒川町塩屋5-1,0955-20-7580,0955-27-2109,,,,
ﾒ106,ﾒｶﾃｯｸ,734-0011,広島市南区宇品海岸1丁目1-36-402,090-5699-5326,082-254-3708,,,,
ﾓ101,森本電機有限会社,729-2502,豊田郡安浦町三津口248-17,0823-84-4359,0823-84-6817,,,,
ﾓ102,株式会社,652-0833,神戸市兵庫区島上町2丁目2-26,078-681-2401,078-681-1061,,,,
ﾓ103,株式会社,737-0012,広島県呉市警固屋3丁目5-26,0823-23-2858,,,,,
ﾔ101,ﾔｴｶﾞｷ電機,739-2626,東広島市黒瀬町市飯田832-5,0823-82-7848,0823-82-7848,,,,
ﾔ103,山本海運株式会社,737-1215,安芸郡音戸町早瀬1丁目49-3,0323-52-2201,0823-52-2203,,,,
ﾔ104,山根海運株式会社,104-0031,東京都中央区京橋3-6-12,03-3562-2786,03-3564-5833,,,,
ﾔ105,安富 弘紀,729-2402,広島県豊田郡安芸津町三津4365-1,,,,,,
ﾔ106,山本鉄工株式会社,726-0012,広島県府中市中須町167-4,0847-52-3450,0847-52-3452,,,,
ﾔ107,山丸汽船株式会社,729-0141,広島県尾道市高須町4755番15,0848-55-5111,0848-55-5112,,,,
ﾔ108,株式会社ヤマウラ,399-4106,長野県駒ヶ根市東町19-16,0265-81-1300,0265-82-6188,,,,
ﾔ109,株式会社 山本製作所,731-4211,広島県安芸郡熊野町新宮4-3-1,082-854-7915,,,,,
ﾔ110,有限会社 山貞工業,739-2619,広島県東広島市黒瀬切田が丘１丁目1-4,0823-82-2720,0823-36-7219,,,,
ﾕ101,株式会社,722-2324,広島県因島市田熊町2517-1,,,,,,
ﾕ102,行友工業株式会社,737-0142,呉市広駅前2丁目8-32,0823-71-2218,,,,,
ﾕ103,株式会社 ﾕｳ･ﾋﾟｰ･ｱｲ,231-0047,横浜市中区羽衣町2丁目5-13,045-243-8090,045-261-6111,,,,
ﾕ104,郵船商事株式会社,105-0022,東京都港区海岸2丁目2-6,03-5765-1822,03-5765-1872,,,,
ﾕ105,郵船商事株式会社,794-0042,愛媛県今治市旭町3-2-13 東京海上日動ﾋﾞﾙ2F,0898-35-3666,0898-35-3689,,,,
ﾕ106,株式会社郵船商事マリン,231-0003,神奈川県横浜市中区北仲通4-40,045-226-0026,045-651-5761,,,,
ﾕ107,ﾕﾆｶｽ工業株式会社,708-1306,岡山県勝田郡奈義町西原455,0868-36-3122,0868-36-3706,,,,インボイス番号: T1260001020334
ﾖ101,横浜電工株式会社,221-0022,神奈川県横浜市神奈川区守屋町1丁目2-2,045-461-5401,045-453-6143,,,,
ﾖ102,ﾖｰｸ ｼﾞｬﾊﾟﾝ株式会社,651-2241,神戸市西区室谷2-2-4(神戸ﾊｲﾃｸﾊﾟｰｸ内),078-991-7300,078-991-7303,,,,
ﾖ103,横河電機株式会社,180-8750,東京都武蔵野市中町2-9-32,0422-52-6675,0422-52-6091,,,"産業オートメーションと制御、計測機器、情報ソリューションを中核とした事業

【制御事業】
・エネルギー＆サステナビリティ事業
再生可能エネルギー・オイル＆ガス・石油・電力・上下水道料金工業用水　
・マテリアル事業
高機能化学 バイオケミカル 肥料 メタル・マイニング モビリティ 半導体・電子・電機 非鉄・鉄　鋼 紙パルプ 繊維　
・ライフ事業　
医薬 医療 食品
【測定器事業】　エネルギー、情報通",
ﾖ104,横河ﾄﾚｰﾃﾞｨﾝｸﾞ株式会社,180-8750,東京都武蔵野市中町2-9-32,,,,,,
ﾖ105,Yokogawa Electric(Malaysia)Sdn Bhd,,,,,,,,
ﾖ106,横浜電工株式会社,652-0822,兵庫県神戸市兵庫区西出町1-2-25,078-651-6031,078-671-7821,,,,
ﾖ107,横河ﾌｨｰﾙﾄﾞｴﾝｼﾞﾆｱﾘﾝｸﾞｻｰﾋﾞｽ株式会社,180-8750,東京都武蔵野市中町2-9-32,0422-52-5942,0422-52-5975,,,,
ﾖ108,横河ｿﾘｭｰｼｮﾝｻｰﾋﾞｽ株式会社,180-8750,東京都武蔵野市中町2-9-32,0422-52-5942,0422-52-5975,,,,
ﾗ101,ﾗｲﾄ電業株式会社,733-0025,広島市西区小河内町2丁目1-23,082-232-7285,082-295-5427,,,,
ﾗ102,ﾗｲﾄ電業株式会社,791-8025,愛媛県松山市衣山2丁目1-1,089-924-6166,089-924-8714,,,,
ﾗ103,ﾗﾎﾞﾃｯｸ・ｲﾝﾀｰﾅｼｮﾅﾙ株式会社,663-8203,兵庫県西宮市深津町1番16号,0798-63-1094,0798-63-1098,,,,
ﾗ104,有限会社ライフライト,214-0004,神奈川県川崎市多摩区菅馬場1-30-12,044-945-6755,044-945-6756,,,,
ﾘ101,株式会社,794-0081,今治市阿方511-1,0898-23-4116,0898-23-4153,,,,
ﾘ102,ﾘｯﾄﾝﾏﾘﾝｼｽﾃﾑｽﾞｱｼﾞｱｲﾝｸ,111-0055,東京都台東区三筋1丁目16-5ﾛﾑｺﾋﾞﾙ,03-3863-7401,03-3863-7455,,,,
ﾘ103,理研計器西日本ｻｰﾋﾞｽ株式会社,731-0135,広島県広島市安佐南区長束3-22-5,082-239-5511,082-239-0800,,,産業用ガス検知警報機器・分析計等の研究、開発、製造、販売及びアフターメンテナンス,
ﾘ104,理研計器九州ｻｰﾋﾞｽ株式会社,813-0042,福岡県福岡市東区舞松原1-10-13,092-451-8145,092-451-8197,,,産業用ガス検知警報機器・分析計等の研究、開発、製造、販売及びアフターメンテナンス,
ﾘ105,ﾘﾍﾞﾗ株式会社,,,,,,,,
ﾘ106,株式会社,799-1537,今治市宮ケ崎甲882-5,0898-47-5050,0898-47-5055,,,,
ﾘ107,ﾘｷｾｲ貿易株式会社,550-0002,大阪市西区江戸堀2丁目5-27 ｱｰｸﾋﾞﾙ,06-6448-2280,06-6448-5297,,,,
ﾘ108,理研計器株式会社,344-0057,埼玉県春日部市南栄町2-3,048-878-8341,048-761-1135,,,産業用ガス検知警報機器・分析計等の研究、開発、製造、販売及びアフターメンテナンス,
ﾘ109,菱電商事株式会社,730-0013,広島県広島市中区八丁堀5-7,082-227-6911,082-227-3926,,,,
ﾜ101,若松造船株式会社,808-0023,北九州市若松区北浜1丁目9-2,093-761-3331,093-751-0331,,,,
ﾜ102,和田工舎,,呉市阿賀4丁目3-1,0823-74-2929,0823-74-2900,,,,
ﾜ103,和要電工株式会社,110-0016,東京都台東区台東3丁目31-1,03-3834-5225,03-3835-2605,,,,
ﾜ104,株式会社,101-0052,東京都千代田区神田小川町1-1,03-5283-5252,03-5283-5251,,,,
